,EventId,ori_EventId,EventTemplate
893,608,76b3bf6e,"sendmail[<*>]: <*> SYSERR(root): queueup: cannot create queue file <*> euid=<*>, fd=-<*>, fp=<*>: Read-only file system"
894,609,10692790,"sendmail[<*>]: <*> from=root, size=<*>, class=<*>, nrcpts=<*>, relay=#<*>#@localhost"
895,915,83bf9871,postfix/smtp[<*>]: <*> host #<*>#[#<*>#] said: <*> <*>.<*>.<*> Please try again later (in reply to MAIL FROM command)
896,705,25b019a4,postfix/smtp[<*>]: connect to #<*>#[#<*>#]: Connection timed out (port <*>)
897,931,292eade7,"postfix/smtp[<*>]: <*> <*> relay=none, delay=<*>, status=deferred (connect to #<*>#[#<*>#]: Connection timed out)"
898,979,814d196a,"postfix/smtp[<*>]: <*> to=<#<*>#-#<*>#@#<*>#>, orig_to=<root>, relay=none, delay=<*>, status=deferred (connect to #<*>#[#<*>#]: Connection timed out)"
899,1040,83242dfa,loop: loaded (max <*> devices)
900,1138,e12c2f45,ISO <*> Extensions: Microsoft Joliet Level <*>
901,1139,2250d7e0,ISO <*> Extensions: RRIP_<*>A
902,476,d0ec81fb,lvm.static:
903,925,a090a511,CPU: Hyper-Threading is disabled
904,415,72153d75,rpc.mountd: authenticated <*> request from <*> for <*> (/var/lib/oneSIS/images)
905,486,17879881,"kernel: Bootdata ok (command line is <*> console=tty<*> console=ttyS<*>,<*> <*> )"
906,487,70d4d151,"kernel: Kernel command line: <*> console=tty<*> console=ttyS<*>,<*> <*>"
907,1039,ab2ac5dc,kernel: SysRq : HELP : loglevel<*>-<*> reBoot Crash tErm kIll saK showMem powerOff showPc unRaw Sync showTasks Unmount shoWcpus
908,1140,e662d1c7,"ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: hop_count: <*>, direct_path: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>"
909,481,b091165d,kernel: RAMDISK: Compressed image found at block <*>
910,482,49d8df9f,kernel: VFS: Mounted root (ext<*> filesystem).
911,483,a36dde78,kernel: checking if image is initramfs...it isn't (no cpio magic); looks like an initrd
912,477,e4298fa6,kernel: nfs warning: mount version older than kernel
913,537,4f622219,"mount: mount: according to mtab, /sys is already mounted on /sys"
914,535,42d4f69d,mount: mount: none already mounted or /sys busy
915,497,25a41c1c,mount: mount.panfs: couldn't create mtab lock file: /etc/mtab~ errno: <*>
916,646,076c1e72,<*> <*> startup failed
917,393,71515185,mount: mount: special device <*> does not exist
918,864,9f637bfd,pam_access[<*>]: access denied for user `#<*>#' from <*>
919,1141,826bbfd2,crond[<*>]: (root) CMD (/home/#<*>#/fans/new/getFans-E<*>.sh <*>>&<*> > /dev/null)
920,893,23f44847,<*> trap invalid operand <*> <*> error:<*>
921,1142,84af9d04,"kernel: LustreError: <*>:<*>:(client.c:<*>:ptlrpc_check_status()) @@@ type == PTL_RPC_MSG_ERR, err == -<*> #<*>#@<*>bd<*> x<*>/t<*> o<*>->mds-#<*>#@NID_ca<*>_UUID:<*> lens <*>/<*> ref <*> fl Rpc:R/<*>/<*> rc <*>/-<*>"
922,1082,a2ac76ae,"pam_console[<*>]: Could not open lock file /var/run/console/#<*>#, disallowing console access"
923,1143,682b5224,ib_sm.x[<*>]: [ib_sm_multicast.c:<*>]: Failed to set MFT to zero for switch=<*>ad<*>c<*>
924,870,d0213393,"kernel: CPU<*>: Initial APIC ID: <*>, Physical Processor ID: <*>"
925,722,89233f52,crond[<*>]: (root) CMD <*> <*> <*>>&<*> > /dev/null)
926,1011,93d45bf0,acceptor-<*>[<*>]: error binding to socket: Address already in use
927,405,1e4ed417,dataeng: NOTE: snmpd must be restarted to activate changes to /etc/snmp/snmpd.conf
928,1093,03c91de9,acceptor-<*>[<*>]: error creating /var/run/acceptor-<*>.pid: No space left on device
929,342,b238fbbb,kernel: <*> disagrees about version of symbol struct_module
930,1008,bb764947,kernel: atkbd.c: Keyboard on isa<*>/serio<*> reports too many keys pressed.
931,883,c67c0815,"kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_mem.c[<*>]: MOSAL_virt_to_phys_ex: cannot retrieve pmd_p: prot_ctx=USER, va=<*>"
932,373,235ab19d,sshd: <*> key generation succeeded
933,457,049f53eb,ifup:
934,459,d9993c7f,ifup: Determining IP information for eth<*>...
935,458,10e2a094,logger: ensuring time is synced
936,433,2a217963,NET: /sbin/dhclient-script : updated /etc/resolv.conf
937,386,100bc269,dhclient: <*> from <*>
938,455,3b212ef5,dhclient: DHCPDISCOVER on eth<*> to #<*># port <*> interval <*>
939,416,ec3892d6,dhclient: DHCPREQUEST on eth<*> to #<*># port <*>
940,410,a0be90d4,dhclient: bound to <*> -- renewal in <*> seconds.
941,460,eda0d110,ifup: done.
942,450,04d72cb0,dhcpd: DHCPREQUEST for <*> from <*> via eth<*>: unknown lease <*>.
943,479,3ef191ff,logger: Kickstart: convert to static ip on boot
944,1165,ffad9ce2,"EXT<*>-fs warning: mounting unchecked fs, running e<*>fsck is recommended"
945,901,96e270fa,kernel: loop: loaded (max <*> devices)
946,724,ab48c163,"kernel: EXT<*>-fs warning: mounting unchecked fs, running e<*>fsck is recommended"
947,1166,b8c49648,FAT: invalid media value (<*>)
948,1167,07575770,VFS: Can't find a valid FAT filesystem on dev loop<*>.
949,650,f70d208c,rpc.statd[<*>]: open (/var/lib/nfs/statd/state): Stale NFS file handle
950,1006,bee907d6,instsvcdrv: System type not supported
951,978,e162e73a,"dbus-daemon-<*>: Failed to start message bus: The pid file ""/var/run/messagebus.pid"" exists, if the message bus is not running, remove this file"
952,493,6d418f56,ntpd[<*>]: can't open /var/lib/ntp/drift.TEMP: Stale NFS file handle
953,516,40189a4d,dhclient: DHCPOFFER from <*> <<*>>Dec <*> <*>:<*>:<*> dhclient: DHCPREQUEST on eth<*> to #<*># port <*>
954,484,0f91847c,"ntpdate[<*>]: the NTP socket is in use, exiting"
955,854,a14f8b71,dhclient:
956,1168,503f6f32,pam_console[<*>]: getpwnam failed for #<*>#
957,699,ac9df103,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor detected a failure value Sensor location: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Discrete voltage state: Bad
958,981,a200843f,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor returned to a normal value Sensor location: BMC <*>V Riser PG Chassis location: Main System Chassis Previous state was: Critical (Failed) Discrete voltage state: Good
959,927,8034ea24,Server Administrator: Instrumentation Service EventID: <*>
960,983,da1c6721,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor detected a failure value Sensor location: PROC_<*> VCORE Chassis location: Main System Chassis Previous state was: Unknown Discrete voltage state: Bad
961,941,79b2f385,sshd[<*>]: error: lastlog_get_entry: Error reading from /var/log/lastlog: Input/output error
962,887,26c37ce9,sshd[<*>]: syslogin_perform_logout: logout() returned an error
963,1190,d1f2afaa,sshd[<*>]: Received disconnect from ::ffff:<*>: <*>: Corrupted MAC on input.
964,727,6fea0dc4,<*> Kickstart Install: Setup to become a Tbird SQE/Build-Test node
965,568,1d996caa,"mount: mount: <*> failed, reason given by server: Permission denied"
966,1191,0a0564fe,root: Kickstart: tbird-sqe pbs server block
967,1192,58383ff3,sudo: #<*># : TTY=pts/<*> ; PWD=/mnt_projects/sysapps/breakfix-testing/stress-system/purple-stencil-tests ; USER=root ; COMMAND=/bin/chgrp -R wheel gpingpong_test..e<*> gpingpong_test..o<*> gpingpong_test.pbs multipong_test..e<*> multipong_test..e<*> multipong_test..e<*> multipong_test..e<*> multipong_test..e<*> multipong_test..o<*> multipong_test..o<*> multipong_test..o<*> multipong_test..o<*> multipong_test..o<*> multipong_test.pbs purple-stencil-tests-<*>-<*>-<*> torus_test.pbs torus_test.pbs.e<*> torus_test.pbs.o<*>
968,732,eb42f4bf,anacron[<*>]: Aborted
969,700,0f82401a,anacron[<*>]: Can't open timestamp file for job <*> Read-only file system
970,1036,3e9aa4de,"kernel: <*> <*> page allocation failure. order:<*>, mode:<*>"
971,1193,cf34928a,"kernel: Call Trace:<ffffffff<*>c<*>c>{__alloc_pages+<*>} <ffffffff<*>c<*>b<*>>{__get_free_pages+<*>}<<*>>kpanfs_thpool: page allocation failure. order:<*>, mode:<*>"
972,697,8c18884c,sendmail[<*>]: <*> SYSERR(root): Error writing control file <*> No space left on device
973,462,85b73e59,scsi.agent[<*>]: <*> at /devices/pci<*>:<*>/<*>:<*>:<*>.<*>/<*>:<*>:<*>.<*>/<*>:<*>:<*>.<*>/host<*>/target<*>:<*>:<*>/<*>:<*>:<*>:<*>
974,950,bed94e29,sshd[<*>]: Authentication refused: bad ownership or modes for directory /home/#<*>#
975,951,f2658080,dhcpd: <*> bad udp checksums in <*> packets
976,952,f6731955,<*> bogus UDP packet length: <*>
977,1087,de5c8abc,"kernel: Uhhuh. NMI received. Dazed and confused, but trying to continue"
978,1071,a6b27e1d,kernel: You probably have a hardware problem with your RAM chips
979,1194,1cb4d3e0,Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: DIMM<*>_A Possible memory module event cause:Multi bit error encountered
980,27,cef249a4,ntpd[<*>]: can't open /var/lib/ntp/drift.TEMP: Permission denied
981,898,26b370a9,sshd[<*>]: Failed <*> for invalid user #<*># from <*> port <*> ssh<*>
982,1085,da3ce1a0,sshd(pam_unix)[<*>]: <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=#<*>#
983,1195,dafcce09,sshd[<*>]: Disconnecting: Corrupted MAC on input.
984,467,7129acfe,kernel: panfs exception: at <*> <*> <*> <*> <*> <*> rollback: <*>
985,474,8b292b26,kernel: pan_sam: <*> error report: cap_handle=<*> <*> op_offset=<*> op_length=<*> action_mask=<*> cap_offset=<*> cap_length=<*>
986,1084,0a47b1be,kernel: pan_sam: I-xD<*>da<*>df<*>-xGf<*>edfff<*>-xUdb<*>f<*>d<*>da<*>d: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> not found)
987,1196,ae68b8b7,modprobe: FATAL: Error inserting ts_ipoib (/lib/modules/<*>.<*>.<*>-<*>.EL.rootsmp/kernel/drivers/ib/ts_ipoib.ko): No such device
988,720,9d487369,kernel: ts_ip<*>pr: Unknown symbol <*>
989,1197,c472c986,sudo: #<*># : TTY=pts/<*> ; PWD=/projects/tbird/#<*>#/#<*>#-test ; USER=root ; COMMAND=/bin/rm -rf nodehwtest npb rotate start_jobs.pl torque_header.in torque_header.in.DEBUG
990,1199,87c0bbeb,pbs_server: execvp: No such file or directory
991,571,1cafa18f,moab: INFO: <*> <*> <*>
992,547,afbbbc26,moab: INFO: <*> <*> <*> <*>
993,592,1fb07c98,moab: INFO: parameter <*> assigned <*> value <*>
994,938,7b1505e8,moab: INFO: starting <*> <*> <*> <*> <*> <*>
995,478,54044042,moab: <*>
996,559,68024176,moab: <*> cannot <*> <*> <*> errno: <*> (No such file or directory)
997,917,21c29728,moab: WARNING: cannot load checkpoint file '/var/spool/moab/.moab.ck'
998,905,8a90725b,moab: ERROR: unexpected parameter[<*>] <*> detected
999,972,e62f5d20,moab: INFO: CLASSCFG[adminhigh] set to FSWEIGHT <*>
1000,982,bdf2e99e,moab: INFO: server started on host 'tsqe<*>' (Primary Server)
1001,664,4b49bc48,moab: <*> <*>
1002,969,32e91e9b,moab: <*>/<*> <*>:<*>:<*> INFO: filename only returned '/var/spool/moab/moab.cfg'
1003,968,b96ade23,moab: <*>/<*> <*>:<*>:<*> INFO: pathname returned '/var/spool/moab/moab-private.cfg'
1004,858,6be34921,moab: <*>/<*> <*>:<*>:<*> <*>
1005,566,8c0b2451,moab: <*> cannot <*> <*> <*> file <*>
1006,872,b4c6d286,moab: <*> cannot <*> <*> <*>
1007,963,50529f3e,moab: INFO: executing scheduler from '/var/spool/moab/' under UID <*> GID <*>
1008,961,91e1addb,moab: INFO: new file '/var/spool/moab/moab.cfg' cached in slot <*> (<*> bytes)
1009,885,ada96fc3,moab: INFO: opened service socket on port <*>
1010,957,03c33796,"moab: MSysRegEvent(starting primary moab server,<*>,<*>,<*>)"
1011,956,16ff3155,moab: SRsv[ <*>] <*>.<*>
1012,954,d74e569f,moab: starting moab-<*>.<*>.<*>b<*>-snap.<*> version Moab Workload Manager (PID: <*>) on <*> Dec <*> <*>:<*>:<*>
1013,953,6bb960fe,moab: INFO: no fallback server host specified
1014,569,4da1e0eb,moab: WARNING: cannot load FS file '/var/spool/moab/stats/FS.<*>' for slot <*>
1015,986,362afeb4,moab: INFO: <*> min value: <*> distance: <*> step: <*>.<*>
1016,934,185309ab,moab: INFO: <*> <*> <*> <*> <*> on <*> <*>
1017,992,73456b76,moab: INFO: <*> PBS <*> detected on RM base
1018,919,729c723a,moab: INFO: <*> <*> <*> for <*> <*>
1019,1078,14cf01a2,moab: INFO: PBS node tsqe<*> set to state Down (down)
1020,1077,f37f22b9,moab: INFO: cannot determine node/rack of host 'tsqe<*>'
1021,1076,b0df8eaf,moab: INFO: queue 'sqe' started state set to True
1022,1075,7d4cac1a,"moab: [<*>] tsqe<*>: (P:<*>,S:<*>,M:<*>,D:<*>) [Down][DEFAULT][[NONE]]<<*>.<*>> C:[NONE] DEFAULT sqe"
1023,932,284ca637,moab: INFO: P[ALL]: Total <*>:<*> Up <*>:<*> Idle <*>:<*> Active <*>:<*>
1024,1201,6fbff418,moab: INFO: queue is empty or cannot get PBS job info
1025,1202,8ef6547c,moab: WARNING: no workload detected
1026,1074,aaf83047,moab: ALERT: cannot build hostlist for rsv <*> in MRsvConfigure
1027,1073,d3aa95de,moab: ALERT: cannot create SR[<*>] <*> at depth <*>
1028,935,10ddda2e,moab: ALERT: cannot <*> <*> for <*> <*>
1029,1072,c671bc66,moab: WARNING: empty hostlist in MRsvConfigure()
1030,1203,50bceeb8,moab: INFO: current util[<*>]: <*>/<*> (<*>.<*>%) PH: <*>.<*>% active jobs: <*> of <*> (completed: <*>)
1031,1204,4f26571b,moab: INFO: iteration: <*> scheduling time: <*>.<*> seconds
1032,1205,a4e8289e,moab: INFO: scheduling complete. sleeping <*> seconds
1033,939,adb97551,"dbus-daemon-<*>: Unknown username ""haldaemon"" in message bus configuration file"
1034,563,491984df,kernel: megaraid mbox: Wait for <*> commands to complete:<*>
1035,1198,7fa9f740,kernel: megaraid mbox: reset sequence completed successfully
1036,947,763df553,kernel: megaraid: <*> outstanding commands. Max wait <*> sec
1037,921,c5fb4891,kernel: megaraid: aborting-<*> cmd=<*>a <c=<*> t=<*> l=<*>>
1038,1188,d3626c91,kernel: THH(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxhh/thh/obj_host_amd<*>_custom<*>_rhel<*>/mod_thh/cmdif_comm.c[<*>]: XHH_cmd_eventh: could not find context by token. token=<*>
1039,1187,6e8b5628,sshd[<*>]: FATAL ERROR: Creating listener failed: port <*> probably already in use!
1040,907,b0aa1967,out of memory [<*>]
1041,1029,6d70a671,moab: MCPLoadSR(SRES <*> <*> <*>.<*> <*>.<*> <*> [NONE] <*> <*>)
1042,1035,53a5e7ce,kernel: nfs_statfs: statfs error = <*>
1043,999,0486a904,sshd[<*>]: LoginGraceTime exceeded.
1044,1024,1e3a3675,xinetd[<*>]: Service rsync failed to start and is deactivated.
1045,1025,875e2899,xinetd[<*>]: bind failed (Address already in use (errno = <*>)). service = rsync
1046,1026,8639fe14,modprobe: modprobe: Can't locate module binfmt-<*>c
1047,842,969bd1ba,"check-disks: eadmin<*>: <*>/<*>/<*> <*>:<*>:<*>, Fault Status assert (Drive Array,Slot/Connector Number: <*>)"
1048,1186,9475a7fa,"check-disks: eadmin<*>: <*>/<*>/<*> <*>:<*>:<*>, Fault Status assert (deassertion event) (Drive Array,Slot/Connector Number: <*>)"
1049,1020,0c9f7397,<*> fatal: scan_dir_push: open directory <*> Too many open files in system
1050,1021,5066233a,postfix/master[<*>]: warning: process <*> pid <*> exit status <*>
1051,1169,d9f75496,postfix/master[<*>]: warning: /usr/libexec/postfix/pickup: bad command startup -- throttling
1052,345,23ff3ca6,cli.x[<*>]: [CONF]: [super]: copy running-config config:startup-config
1053,344,18eb4cf0,<*> [CONF]: [super]: config <*> <*> <*> <*>
1054,424,0912e381,<*> [CONF]: [super]: config <*> <*> <*> <*> <*>
1055,544,71fce670,"ib_sm.x[<*>]: [INFO]: connected to watchd service, sent first pulse."
1056,542,cab4f619,watchd_mgr.x[<*>]: [INFO]: <*> appId <*> <*> watchd list.
1057,543,44dff83b,ib_mgr.x[<*>]: [INFO]: ib_sm.x <*> pid=<*>
1058,413,b07ec6d5,ib_port_agent.x[<*>]: [INFO]: Change AdminStatus on (<*>/<*>) - new value= <*>
1059,572,f7771c4e,<*> [INFO]: <*> <*> v<*>.<*>
1060,587,90b1d562,ib_sm.x[<*>]: [INFO]: IB SM Heartbeat PID= <*>
1061,583,e7d1472b,ib_sm.x[<*>]: [INFO]: ib_sm connect to watchdog manager
1062,584,cddcadf4,ib_mgr.x[<*>]: [INFO]: IB MGR connected to ib_sm
1063,540,02aaeaf4,ib_mgr.x[<*>]: [INFO]: IB MGR <*> configuring SM (<*>)
1064,541,d8ac7fce,ib_mgr.x[<*>]: [INFO]: IB MGR sent <*> <*> command to SM (<*>)
1065,589,184dc57a,"watchd_mgr.x[<*>]: [INFO]: process started: app=ib-sm, pid=<*>, fd=<*>"
1066,588,414ba79b,ib_sm.x[<*>]: [INFO]: Master SM Proceeds with configuration of entire subnet
1067,586,3d064463,ib_sm.x[<*>]: [INFO]: SM Role selection result: MASTER
1068,585,97a8bacf,"ib_sm.x[<*>]: [INFO]: Transitioning to Master, DB was not synchronized with previous Master Guid <*>"
1069,1031,3b65e997,kernel: pan_sam: I-xD<*>da<*>df<*>-xGf<*>edfff<*>-xUf<*>cf<*>d<*>d<*>: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> not found)
1070,322,cbb7c9d7,"port_mgr.x[<*>]: [INFO]: port <*> - port=<*>/<*>, type=ib<*>xTX"
1071,520,e44e8bab,chassis_mgr.x[<*>]: [CONF]: [super]: config <*> <*> <*>
1072,504,54987c89,chassis_mgr.x[<*>]: [CONF]: [super]: syslog-server <*>
1073,509,1dbbba7d,"cli.x[<*>]: [INFO]: bSaveConfig=<*>, bSave=<*>"
1074,480,71a5b09b,"kernel: THH(<*>): handle_eqe_ib_events: QP event on qpn= <*> event type is VAPI_LOCAL_WQ_ACCESS_VIOL_ERROR (<*>), syndrome=<*>"
1075,871,d2878fc7,<*> [INFO]: received a start-up done notification
1076,942,4be2b11f,chassis_mgr.x[<*>]: [INFO]: web-ui components started up successfully
1077,943,7b5d111f,pbs_mom: pbs_mom: Unable to open logfile
1078,1170,2f68a855,/sbin/mingetty[<*>]: tty<*>: can't exec /bin/login: Input/output error
1079,922,18dd6be9,ib_sm.x[<*>]: [FATAL]: _ib_smSetSmCapability: ioctl(TS_IB_IOCSPORTINFO) code=-<*>
1080,465,7d0102b9,mount: mount: can't get address for nfs<*>
1081,1171,1e7dbae4,rc-scripts: An announcement #<*># be made on gentoo-#<*>#@#<*># once we are ready for testers.
1082,1172,06b7934b,rc-scripts: The amd<*> <*>.<*> profile is still in active development and requires
1083,1173,74b19715,rc-scripts: some packages still in package.mask or ~amd<*> and is not yet ready for user testing.
1084,703,67b3509b,<*> [INFO]: event loop <*> local to <*> fd=<*>)
1085,716,e041162f,<*> [INFO]: accepted new conn to listening fd <*>(new fd=<*>)
1086,431,ffbcef60,"kernel: sam raid obsd error on <*> local_status <*> (RPC: No response within the timeout period), obsd_error <*> (Success) virtual object <*> index <*>, stor_op <*>, component device <*>(OBSD)"
1087,880,eabcfb78,"kernel: obsd_client: obsd_client: command timed out SETATTR options=<*> <*> get_attributes=<*> set_attributes=<*> realmname panfs<*> dev_id=<*> flags=<*> res_buffer=(<*>:<*>) <*> <*>, <*>) allocated_by_sam=YES"
1088,402,6128971d,kernel: pan_ips: error -- IPS command timeout command timed out expire_time=<*>:<*> now=<*>:<*> lifetime=<*>:<*> grace_timeouts=<*> cd=<*> session=<*> (initiator:<*>:<*> <-> target-OSD:#<*>#:<*>) id=(<*>:<*>:<*>)
1089,379,33ff214a,kernel: pan_ips: error -- cmd_destroy: destroying aborted (rc=<*> (IPS: command timed out)) command <*> (<*>:<*>:<*>)
1090,378,812197f8,kernel: pan_ips: error -- cmd_destroy: destroying timed out command cd=<*>
1091,377,dc507150,kernel: pan_ips: error -- cmd_destroy: invoking callback on aborted (rc=<*> (IPS: command timed out)) command <*>
1092,658,64cdf45c,"kernel: obsd_client: obsd_client: command timed out READ options=<*> <*> starting_byte=<*> length=<*> get_attributes=<*> realmname panfs<*> dev_id=<*> flags=<*> res_buffer=(<*>:<*>) <*> <*>, <*>) allocated_by_sam=YES"
1093,527,c7dcb08e,"kernel: obsd_client: obsd_client: command timed out WRITE options=<*> <*> starting_byte=<*> length=<*> get_attributes=<*> set_attributes=<*> data_buffer=<*> realmname panfs<*> dev_id=<*> flags=<*> res_buffer=(<*>:<*>) <*> <*>, <*>) allocated_by_sam=YES"
1094,139,407e60ba,"kernel: pan_ips: error -- cmd login netaddr connection create done, <*> (pan_sock: timeout), err_loc=<*> rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_cmd.c:<*> target_address=#<*>#:<*>"
1095,436,4dab0002,"nfs: server <*> not responding, still trying"
1096,418,c176873e,kernel: pan_sam: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> (RPC: No response within the timeout period)
1097,78,332c3dee,kernel: pan_rpc_native_poll_req: unable to send poll pkt <*> (pan_sock: connection reset by peer)
1098,470,cae4a69b,kernel: pan_rpc_native_poll_req: unable to send poll pkt <*> (pan_sock: broken pipe)
1099,81,71ead547,"kernel: rpc: pan_rpc_request_timeout_engine poll request failed, state <*>, event <*> action <*> rc=<*> (pan_sock: connection reset by peer)"
1100,471,e7f94a8e,"kernel: rpc: pan_rpc_request_timeout_engine poll request failed, state <*>, event <*> action <*> rc=<*> (pan_sock: broken pipe)"
1101,74,4e0450ee,"kernel: rpc: request timed out, request <*>, <*> <*> to (peer addr not available)"
1102,490,7984d00c,kernel: pan_ips: error -- IPS command timeout command timed out expire_time=<*>:<*> now=<*>:<*> lifetime=<*>:<*> grace_timeouts=<*> cd=<*> session=<*> (connection info not avail <*> (pan_sock: socket not connected)) id=(<*>:<*>:<*>)
1103,389,21345c12,"kernel: pan_ips: error -- <*> <*> <*> <*> <*> <*> <*> <*> err_loc=<*>, <*>"
1104,640,5314f12d,kernel: pan_ips: error -- cmd_timeout_task_query: couldn't send task_query <*> (pan_sock: connection reset by peer)
1105,629,5d2f5081,"kernel: pan_ips: error -- tx sched dequeue and send mod, <*> (pan_sock: connection reset by peer), err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_tx_sched.c:<*>"
1106,631,b13b8d92,"kernel: pan_ips: error -- tx sched send next, <*> (pan_sock: connection reset by peer), err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_tx_sched.c:<*>"
1107,554,685c8ffe,"kernel: pan_ips: error -- tx sched <*> <*> <*> <*> <*> <*> <*> err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_tx_sched.c:<*>"
1108,1016,0204e48a,"kernel: sam raid obsd error on <*> local_status <*> (rmm: The requested service is unavailable due to the fact that the blade it resides upon is currently not available, the realm is offline, or the service itself is not active), obsd_error <*> (Success) virtual object <*> index <*>, stor_op <*>, component device <*>(OBSD)"
1109,1028,bb592667,"kernel: pan_sam: <*> error report: failure <*>/<*>: <*>(OBSD) <*> offset=<*> length=<*> error=<*> (rmm: The requested service is unavailable due to the fact that the blade it resides upon is currently not available, the realm is offline, or the service itself is not active)"
1110,1033,eca29921,kernel: pan_sam: <*> unable to report I/O error(s) to SM <*>(SM): <*> (SM: object is currently unavailable due to OSD failures)
1111,847,35b93c99,kernel: objid <*> caller (rhel_<*>_amd<*>/release/build/panfs/fs/client/linux/<*>.<*>/pan_kernel_fs_client_page.c:<*>)
1112,825,b1c20e2a,kernel: fs_client: end_write_length > pannode->attribs.cached_length (<*> > <*>)
1113,654,65a8852a,"kernel: obsd_client: obsd_client: command timed out GETATTR options=<*> <*> get_attributes=<*> realmname panfs<*> dev_id=<*> flags=<*> res_buffer=(<*>:<*>) <*> <*>, <*>) allocated_by_sam=YES"
1114,435,78bdab63,nfs: server <*> OK
1115,601,3e0d6aad,"kernel: sam raid obsd error on <*> local_status <*> (Success), obsd_error <*> (OBSD: Capability has expired) virtual object <*> index <*>, stor_op <*>, component device <*>(OBSD)"
1116,532,d9b25db6,kernel: pan_sam: <*> unable to report I/O error(s) to SM <*>(SM): <*> (SM: <*> <*> <*>
1117,536,d6bf246f,kernel: fs_client_writepage: llapi_io_sync failed (<*> (SM: unspecified internal error)); data #<*># be dropped
1118,524,7a2038e6,kernel: pan_sam: <*> error report: failure <*>/<*>: <*>(OBSD) <*> offset=<*> length=<*> error=<*> (OBSD: <*> <*> <*>
1119,534,db8a4807,kernel: fs_client_release: last call to write_page on object <*> failed with <*> (SM: unspecified internal error); data #<*># be dropped (line <*>)
1120,1184,f113bb79,"kernel: pan_rpc: Unable to send reply: peer addr not available <*> (RPC: binding was already destroyed, it has already been released)"
1121,1185,32d34172,kernel: CR<*>: <*>f<*> CR<*>: <*>bff<*> CR<*>: <*>e<*>
1122,1146,413d0ffe,kernel: CS: <*> DS: <*> ES: <*> CR<*>: <*>b
1123,1125,724af18a,kernel: FS: <*>a<*>a<*>(<*>) GS:ffffffff<*>d<*>(<*>) knlGS:<*>
1124,1095,9c3ec1e7,kernel: Modules linked in: md<*> ipv<*> dcdipm(U) dcdbas(U) i<*>c_dev i<*>c_core panfs(U) nfs lockd sunrpc dm_mod button battery ac uhci_hcd ehci_hcd hw_random ts_udapl(U) ts_ib_useraccess_cm(U) ts_sdp(U) ts_ib_cm(U) ts_ip<*>pr(U) ts_ib_useraccess(U) ts_ipoib(U) ts_ib_sa_client(U) ts_ib_client_query(U) ts_ib_tavor(U) mod_rhh(U) mod_thh(U) mod_vip(U) mlxsys(U) ts_ib_mad(U) ts_ib_core(U) ts_ib_packet_lib(U) ts_kernel_poll(U) ts_kernel_services(U) e<*> sg ext<*> jbd megaraid_mbox megaraid_mm sd_mod scsi_mod
1125,1086,edcf03ab,kernel: Oops: <*> [<*>] SMP
1126,1027,cd05b01f,kernel: PML<*> <*> PGD <*> PMD <*>
1127,1030,02ebbf21,"kernel: Pid: <*>, comm: kpanfs_dispatch Tainted: PF <*>.<*>.<*>-<*>.EL.rootsmp"
1128,1098,86a77075,"kernel: Process kpanfs_dispatch (pid: <*>, threadinfo <*>b<*>a<*>, task <*>bebf<*>)"
1129,1012,f42783f0,kernel: <*> <*> R<*>: <*> R<*>: <*>
1130,1121,6e7804d1,kernel: RAX: <*>b<*>b<*>c<*> RBX: <*>b<*>dbd<*> RCX: <*>
1131,1119,89ac72f1,kernel: RDX: <*> RSI: <*> RDI: <*>b<*>dbd<*>
1132,1117,fd81cb41,kernel: RIP: <*>:[<ffffffffa<*>d<*>e>] <ffffffffa<*>d<*>e>{:panfs:pan_sock_linux_kernel_stop_writing+<*>}
1133,1123,43673696,kernel: RSP: <*>:<*>b<*>bde<*> EFLAGS: <*>
1134,1032,e918df08,kernel: Unable to handle kernel NULL pointer dereference at <*>f<*> RIP:
1135,1111,832b1f07,"kernel: fs_client_llapi_io_write: Failed to get a write_hint cap for dribble mode, line: <*>, error: <*> (fs client: Interrupted system call)."
